행정동명,행정동코드,법정동명,법정동코드,총인구수,총가구수,가구당인구수,평균소득금액,시,구,동,구_동숫자,구_동
서울특별시 강서구 가양3동,1150060500,가양동,1150010400,15023,7485,2.01,5241.12,서울특별시,강서구,가양3동,강서구 가양3동,강서구 가양동
서울특별시 강서구 발산1동,1150061100,마곡동,1150010500,36552,12779,2.86,6154.05,서울특별시,강서구,발산1동,강서구 발산1동,강서구 발산동
서울특별시 강서구 발산1동,1150061100,내발산동,1150010600,36552,12779,2.86,5415.03,서울특별시,강서구,발산1동,강서구 발산1동,강서구 발산동
서울특별시 강서구 발산1동,1150061100,외발산동,1150010700,36552,12779,2.86,6349.0,서울특별시,강서구,발산1동,강서구 발산1동,강서구 발산동
서울특별시 강서구 우장산동,1150061500,화곡동,1150010300,42184,15050,2.8,4585.7,서울특별시,강서구,우장산동,강서구 우장산동,강서구 우장산동
서울특별시 강서구 우장산동,1150061500,내발산동,1150010600,42184,15050,2.8,5415.03,서울특별시,강서구,우장산동,강서구 우장산동,강서구 우장산동
서울특별시 강서구 공항동,1150062000,마곡동,1150010500,26330,11764,2.24,6154.05,서울특별시,강서구,공항동,강서구 공항동,강서구 공항동
서울특별시 강서구 공항동,1150062000,공항동,1150010800,26330,11764,2.24,4831.22,서울특별시,강서구,공항동,강서구 공항동,강서구 공항동
서울특별시 강서구 공항동,1150062000,방화동,1150010900,26330,11764,2.24,4573.18,서울특별시,강서구,공항동,강서구 공항동,강서구 공항동
서울특별시 강서구 공항동,1150062000,과해동,1150011100,26330,11764,2.24,3571.0,서울특별시,강서구,공항동,강서구 공항동,강서구 공항동
서울특별시 강서구 공항동,1150062000,오곡동,1150011200,26330,11764,2.24,3535.83,서울특별시,강서구,공항동,강서구 공항동,강서구 공항동
서울특별시 강서구 공항동,1150062000,오쇠동,1150011300,26330,11764,2.24,3437.58,서울특별시,강서구,공항동,강서구 공항동,강서구 공항동
서울특별시 강서구 방화1동,1150063000,마곡동,1150010500,43150,16332,2.64,6154.05,서울특별시,강서구,방화1동,강서구 방화1동,강서구 방화동
서울특별시 강서구 방화1동,1150063000,공항동,1150010800,43150,16332,2.64,4831.22,서울특별시,강서구,방화1동,강서구 방화1동,강서구 방화동
서울특별시 강서구 방화1동,1150063000,방화동,1150010900,43150,16332,2.64,4573.18,서울특별시,강서구,방화1동,강서구 방화1동,강서구 방화동
서울특별시 강서구 방화2동,1150064000,방화동,1150010900,22226,10371,2.14,4573.18,서울특별시,강서구,방화2동,강서구 방화2동,강서구 방화동
서울특별시 강서구 방화2동,1150064000,개화동,1150011000,22226,10371,2.14,5674.15,서울특별시,강서구,방화2동,강서구 방화2동,강서구 방화동
서울특별시 강서구 방화3동,1150064100,방화동,1150010900,22548,10414,2.17,4573.18,서울특별시,강서구,방화3동,강서구 방화3동,강서구 방화동
서울특별시 구로구 신도림동,1153051000,신도림동,1153010100,35334,12887,2.74,4030.19,서울특별시,구로구,신도림동,구로구 신도림동,구로구 신도림동
서울특별시 구로구 구로1동,1153052000,구로동,1153010200,20861,7964,2.62,3716.19,서울특별시,구로구,구로1동,구로구 구로1동,구로구 구로동
서울특별시 구로구 구로2동,1153053000,구로동,1153010200,37054,17107,2.17,3716.19,서울특별시,구로구,구로2동,구로구 구로2동,구로구 구로동
서울특별시 구로구 구로3동,1153054000,구로동,1153010200,25963,13316,1.95,3716.19,서울특별시,구로구,구로3동,구로구 구로3동,구로구 구로동
서울특별시 구로구 구로4동,1153055000,구로동,1153010200,26789,12316,2.18,3716.19,서울특별시,구로구,구로4동,구로구 구로4동,구로구 구로동
서울특별시 구로구 구로5동,1153056000,구로동,1153010200,33303,15338,2.17,3716.19,서울특별시,구로구,구로5동,구로구 구로5동,구로구 구로동
서울특별시 구로구 가리봉동,1153059500,가리봉동,1153010300,16530,8177,2.02,4498.31,서울특별시,구로구,가리봉동,구로구 가리봉동,구로구 가리봉동
서울특별시 구로구 고척1동,1153072000,고척동,1153010600,23430,9039,2.59,4061.91,서울특별시,구로구,고척1동,구로구 고척1동,구로구 고척동
서울특별시 구로구 고척2동,1153073000,고척동,1153010600,27513,11117,2.47,4061.91,서울특별시,구로구,고척2동,구로구 고척2동,구로구 고척동
서울특별시 구로구 개봉1동,1153074000,개봉동,1153010700,34712,14033,2.47,4331.64,서울특별시,구로구,개봉1동,구로구 개봉1동,구로구 개봉동
서울특별시 구로구 개봉2동,1153075000,개봉동,1153010700,31422,11975,2.62,4331.64,서울특별시,구로구,개봉2동,구로구 개봉2동,구로구 개봉동
서울특별시 구로구 개봉3동,1153076000,개봉동,1153010700,20876,8312,2.51,4331.64,서울특별시,구로구,개봉3동,구로구 개봉3동,구로구 개봉동
서울특별시 구로구 오류1동,1153077000,오류동,1153010800,22948,10988,2.09,3740.72,서울특별시,구로구,오류1동,구로구 오류1동,구로구 오류동
서울특별시 구로구 오류2동,1153078000,오류동,1153010800,38657,14775,2.62,3740.72,서울특별시,구로구,오류2동,구로구 오류2동,구로구 오류동
서울특별시 구로구 오류2동,1153078000,천왕동,1153011100,38657,14775,2.62,3643.73,서울특별시,구로구,오류2동,구로구 오류2동,구로구 오류동
서울특별시 구로구 항동,1153080000,항동,1153011200,16217,6016,2.7,4215.71,서울특별시,구로구,항동,구로구 항동,구로구 항동
서울특별시 구로구 수궁동,1153079000,궁동,1153010900,23833,9276,2.57,4001.42,서울특별시,구로구,수궁동,구로구 수궁동,구로구 수궁동
서울특별시 구로구 수궁동,1153079000,온수동,1153011000,23833,9276,2.57,4352.69,서울특별시,구로구,수궁동,구로구 수궁동,구로구 수궁동
서울특별시 금천구 가산동,1154551000,가산동,1154510100,26621,16417,1.62,4121.77,서울특별시,금천구,가산동,금천구 가산동,금천구 가산동
서울특별시 금천구 독산1동,1154561000,독산동,1154510200,44145,21167,2.09,4384.74,서울특별시,금천구,독산1동,금천구 독산1동,금천구 독산동
서울특별시 금천구 독산2동,1154562000,독산동,1154510200,21096,9625,2.19,4384.74,서울특별시,금천구,독산2동,금천구 독산2동,금천구 독산동
서울특별시 금천구 독산3동,1154563000,독산동,1154510200,30129,13953,2.16,4384.74,서울특별시,금천구,독산3동,금천구 독산3동,금천구 독산동
서울특별시 금천구 독산4동,1154564000,독산동,1154510200,18158,8216,2.21,4384.74,서울특별시,금천구,독산4동,금천구 독산4동,금천구 독산동
서울특별시 금천구 시흥1동,1154567000,시흥동,1154510300,36091,15936,2.26,4085.31,서울특별시,금천구,시흥1동,금천구 시흥1동,금천구 시흥동
서울특별시 금천구 시흥2동,1154568000,시흥동,1154510300,21197,7870,2.69,4085.31,서울특별시,금천구,시흥2동,금천구 시흥2동,금천구 시흥동
서울특별시 금천구 시흥3동,1154569000,시흥동,1154510300,11067,4456,2.48,4085.31,서울특별시,금천구,시흥3동,금천구 시흥3동,금천구 시흥동
서울특별시 금천구 시흥4동,1154570000,시흥동,1154510300,21129,8808,2.4,4085.31,서울특별시,금천구,시흥4동,금천구 시흥4동,금천구 시흥동
서울특별시 금천구 시흥5동,1154571000,시흥동,1154510300,19786,8806,2.25,4085.31,서울특별시,금천구,시흥5동,금천구 시흥5동,금천구 시흥동
서울특별시 영등포구 영등포본동,1156051500,영등포동,1156010100,24409,10386,2.35,4341.53,서울특별시,영등포구,영등포본동,영등포구 영등포본동,영등포구 영등포본동
서울특별시 영등포구 영등포본동,1156051500,신길동,1156013200,24409,10386,2.35,4604.09,서울특별시,영등포구,영등포본동,영등포구 영등포본동,영등포구 영등포본동
서울특별시 영등포구 영등포동,1156053500,영등포동,1156010100,27378,15982,1.71,4341.53,서울특별시,영등포구,영등포동,영등포구 영등포동,영등포구 영등포동
서울특별시 영등포구 영등포동,1156053500,영등포동1가,1156010200,27378,15982,1.71,3257.0,서울특별시,영등포구,영등포동,영등포구 영등포동,영등포구 영등포동
서울특별시 영등포구 영등포동,1156053500,영등포동2가,1156010300,27378,15982,1.71,3220.6,서울특별시,영등포구,영등포동,영등포구 영등포동,영등포구 영등포동
서울특별시 영등포구 영등포동,1156053500,영등포동3가,1156010400,27378,15982,1.71,4960.7,서울특별시,영등포구,영등포동,영등포구 영등포동,영등포구 영등포동
서울특별시 영등포구 영등포동,1156053500,영등포동4가,1156010500,27378,15982,1.71,4794.27,서울특별시,영등포구,영등포동,영등포구 영등포동,영등포구 영등포동
서울특별시 영등포구 영등포동,1156053500,영등포동5가,1156010600,27378,15982,1.71,3783.24,서울특별시,영등포구,영등포동,영등포구 영등포동,영등포구 영등포동
서울특별시 영등포구 영등포동,1156053500,영등포동6가,1156010700,27378,15982,1.71,3787.04,서울특별시,영등포구,영등포동,영등포구 영등포동,영등포구 영등포동
서울특별시 영등포구 영등포동,1156053500,영등포동7가,1156010800,27378,15982,1.71,4240.42,서울특별시,영등포구,영등포동,영등포구 영등포동,영등포구 영등포동
서울특별시 영등포구 영등포동,1156053500,영등포동8가,1156010900,27378,15982,1.71,3350.82,서울특별시,영등포구,영등포동,영등포구 영등포동,영등포구 영등포동
서울특별시 영등포구 여의동,1156054000,여의도동,1156011000,31395,12095,2.6,7904.0,서울특별시,영등포구,여의동,영등포구 여의동,영등포구 여의동
서울특별시 영등포구 당산1동,1156055000,당산동1가,1156011100,20442,9822,2.08,4172.75,서울특별시,영등포구,당산1동,영등포구 당산1동,영등포구 당산동
서울특별시 영등포구 당산1동,1156055000,당산동2가,1156011200,20442,9822,2.08,3830.77,서울특별시,영등포구,당산1동,영등포구 당산1동,영등포구 당산동
서울특별시 영등포구 당산1동,1156055000,당산동3가,1156011300,20442,9822,2.08,4174.92,서울특별시,영등포구,당산1동,영등포구 당산1동,영등포구 당산동
서울특별시 영등포구 당산2동,1156056000,당산동4가,1156011400,35966,17042,2.11,4818.7,서울특별시,영등포구,당산2동,영등포구 당산2동,영등포구 당산동
서울특별시 영등포구 당산2동,1156056000,당산동5가,1156011500,35966,17042,2.11,4097.98,서울특별시,영등포구,당산2동,영등포구 당산2동,영등포구 당산동
서울특별시 영등포구 당산2동,1156056000,당산동6가,1156011600,35966,17042,2.11,5002.99,서울특별시,영등포구,당산2동,영등포구 당산2동,영등포구 당산동
서울특별시 영등포구 당산2동,1156056000,당산동,1156011700,35966,17042,2.11,5047.66,서울특별시,영등포구,당산2동,영등포구 당산2동,영등포구 당산동
서울특별시 영등포구 도림동,1156058500,도림동,1156011800,21633,9874,2.19,4054.46,서울특별시,영등포구,도림동,영등포구 도림동,영등포구 도림동
서울특별시 영등포구 문래동,1156060500,문래동1가,1156011900,32133,12273,2.62,3328.22,서울특별시,영등포구,문래동,영등포구 문래동,영등포구 문래동
서울특별시 영등포구 문래동,1156060500,문래동2가,1156012000,32133,12273,2.62,3628.18,서울특별시,영등포구,문래동,영등포구 문래동,영등포구 문래동
서울특별시 영등포구 문래동,1156060500,문래동3가,1156012100,32133,12273,2.62,3587.13,서울특별시,영등포구,문래동,영등포구 문래동,영등포구 문래동
서울특별시 영등포구 문래동,1156060500,문래동4가,1156012200,32133,12273,2.62,3609.43,서울특별시,영등포구,문래동,영등포구 문래동,영등포구 문래동
서울특별시 영등포구 문래동,1156060500,문래동5가,1156012300,32133,12273,2.62,3679.1,서울특별시,영등포구,문래동,영등포구 문래동,영등포구 문래동
서울특별시 영등포구 문래동,1156060500,문래동6가,1156012400,32133,12273,2.62,3589.0,서울특별시,영등포구,문래동,영등포구 문래동,영등포구 문래동
서울특별시 영등포구 양평1동,1156061000,양평동1가,1156012500,16873,8419,2.0,3074.37,서울특별시,영등포구,양평1동,영등포구 양평1동,영등포구 양평동
서울특별시 영등포구 양평1동,1156061000,양평동2가,1156012600,16873,8419,2.0,3584.73,서울특별시,영등포구,양평1동,영등포구 양평1동,영등포구 양평동
서울특별시 영등포구 양평1동,1156061000,양평동3가,1156012700,16873,8419,2.0,3834.54,서울특별시,영등포구,양평1동,영등포구 양평1동,영등포구 양평동
서울특별시 영등포구 양평2동,1156062000,양평동3가,1156012700,21977,9572,2.3,3834.54,서울특별시,영등포구,양평2동,영등포구 양평2동,영등포구 양평동
서울특별시 영등포구 양평2동,1156062000,양평동4가,1156012800,21977,9572,2.3,4691.48,서울특별시,영등포구,양평2동,영등포구 양평2동,영등포구 양평동
서울특별시 영등포구 양평2동,1156062000,양평동5가,1156012900,21977,9572,2.3,4513.96,서울특별시,영등포구,양평2동,영등포구 양평2동,영등포구 양평동
서울특별시 영등포구 양평2동,1156062000,양평동6가,1156013000,21977,9572,2.3,4792.59,서울특별시,영등포구,양평2동,영등포구 양평2동,영등포구 양평동
서울특별시 영등포구 신길1동,1156063000,신길동,1156013200,19495,10085,1.93,4604.09,서울특별시,영등포구,신길1동,영등포구 신길1동,영등포구 신길동
서울특별시 영등포구 신길3동,1156065000,신길동,1156013200,18052,7575,2.38,4604.09,서울특별시,영등포구,신길3동,영등포구 신길3동,영등포구 신길동
서울특별시 영등포구 신길4동,1156066000,신길동,1156013200,11065,4734,2.34,4604.09,서울특별시,영등포구,신길4동,영등포구 신길4동,영등포구 신길동
서울특별시 영등포구 신길5동,1156067000,신길동,1156013200,12614,5097,2.47,4604.09,서울특별시,영등포구,신길5동,영등포구 신길5동,영등포구 신길동
서울특별시 영등포구 신길5동,1156067000,대림동,1156013300,12614,5097,2.47,4690.84,서울특별시,영등포구,신길5동,영등포구 신길5동,영등포구 신길동
서울특별시 영등포구 신길6동,1156068000,신길동,1156013200,18468,8332,2.22,4604.09,서울특별시,영등포구,신길6동,영등포구 신길6동,영등포구 신길동
서울특별시 영등포구 신길7동,1156069000,신길동,1156013200,19975,7355,2.72,4604.09,서울특별시,영등포구,신길7동,영등포구 신길7동,영등포구 신길동
서울특별시 영등포구 대림1동,1156070000,대림동,1156013300,18854,8000,2.36,4690.84,서울특별시,영등포구,대림1동,영등포구 대림1동,영등포구 대림동
서울특별시 영등포구 대림2동,1156071000,대림동,1156013300,23707,9625,2.46,4690.84,서울특별시,영등포구,대림2동,영등포구 대림2동,영등포구 대림동
서울특별시 영등포구 대림3동,1156072000,대림동,1156013300,29183,11949,2.44,4690.84,서울특별시,영등포구,대림3동,영등포구 대림3동,영등포구 대림동
서울특별시 동작구 노량진1동,1159051000,노량진동,1159010100,31292,14288,2.19,6067.18,서울특별시,동작구,노량진1동,동작구 노량진1동,동작구 노량진동
서울특별시 동작구 노량진1동,1159051000,본동,1159010400,31292,14288,2.19,4445.42,서울특별시,동작구,노량진1동,동작구 노량진1동,동작구 노량진동
서울특별시 동작구 노량진2동,1159052000,노량진동,1159010100,12898,6711,1.92,6067.18,서울특별시,동작구,노량진2동,동작구 노량진2동,동작구 노량진동
서울특별시 동작구 상도1동,1159053000,상도동,1159010200,46060,21051,2.19,5000.16,서울특별시,동작구,상도1동,동작구 상도1동,동작구 상도동
서울특별시 동작구 상도1동,1159053000,상도1동,1159010300,46060,21051,2.19,5626.84,서울특별시,동작구,상도1동,동작구 상도1동,동작구 상도동
서울특별시 동작구 상도2동,1159054000,상도동,1159010200,27215,11743,2.32,5000.16,서울특별시,동작구,상도2동,동작구 상도2동,동작구 상도동
서울특별시 동작구 상도3동,1159055000,상도동,1159010200,24734,11156,2.22,5000.16,서울특별시,동작구,상도3동,동작구 상도3동,동작구 상도동
서울특별시 동작구 상도4동,1159056000,상도동,1159010200,28531,12760,2.24,5000.16,서울특별시,동작구,상도4동,동작구 상도4동,동작구 상도동
서울특별시 동작구 흑석동,1159060500,흑석동,1159010500,34643,14450,2.4,5409.45,서울특별시,동작구,흑석동,동작구 흑석동,동작구 흑석동
서울특별시 동작구 사당1동,1159062000,사당동,1159010700,23311,12573,1.85,5417.95,서울특별시,동작구,사당1동,동작구 사당1동,동작구 사당동
서울특별시 동작구 사당2동,1159063000,동작동,1159010600,26268,11011,2.39,5359.81,서울특별시,동작구,사당2동,동작구 사당2동,동작구 사당동
서울특별시 동작구 사당2동,1159063000,사당동,1159010700,26268,11011,2.39,5417.95,서울특별시,동작구,사당2동,동작구 사당2동,동작구 사당동
서울특별시 동작구 사당3동,1159064000,사당동,1159010700,24202,9691,2.5,5417.95,서울특별시,동작구,사당3동,동작구 사당3동,동작구 사당동
서울특별시 동작구 사당4동,1159065000,사당동,1159010700,14175,6640,2.13,5417.95,서울특별시,동작구,사당4동,동작구 사당4동,동작구 사당동
서울특별시 동작구 사당5동,1159065100,사당동,1159010700,14294,6180,2.31,5417.95,서울특별시,동작구,사당5동,동작구 사당5동,동작구 사당동
서울특별시 동작구 대방동,1159066000,대방동,1159010800,38644,16353,2.36,5745.48,서울특별시,동작구,대방동,동작구 대방동,동작구 대방동
서울특별시 동작구 신대방1동,1159067000,신대방동,1159010900,26603,10933,2.43,5184.02,서울특별시,동작구,신대방1동,동작구 신대방1동,동작구 신대방동
서울특별시 동작구 신대방2동,1159068000,신대방동,1159010900,19902,9032,2.2,5184.02,서울특별시,동작구,신대방2동,동작구 신대방2동,동작구 신대방동
서울특별시 관악구 보라매동,1162052500,봉천동,1162010100,24550,11887,2.07,4913.29,서울특별시,관악구,보라매동,관악구 보라매동,관악구 보라매동
서울특별시 관악구 청림동,1162054500,봉천동,1162010100,15090,5991,2.52,4913.29,서울특별시,관악구,청림동,관악구 청림동,관악구 청림동
서울특별시 관악구 성현동,1162056500,봉천동,1162010100,29228,11633,2.51,4913.29,서울특별시,관악구,성현동,관악구 성현동,관악구 성현동
서울특별시 관악구 행운동,1162057500,봉천동,1162010100,29334,16772,1.75,4913.29,서울특별시,관악구,행운동,관악구 행운동,관악구 행운동
서울특별시 관악구 낙성대동,1162058500,봉천동,1162010100,21560,10219,2.11,4913.29,서울특별시,관악구,낙성대동,관악구 낙성대동,관악구 낙성대동
서울특별시 관악구 청룡동,1162059500,봉천동,1162010100,35927,21728,1.65,4913.29,서울특별시,관악구,청룡동,관악구 청룡동,관악구 청룡동
서울특별시 관악구 은천동,1162060500,봉천동,1162010100,33810,15191,2.23,4913.29,서울특별시,관악구,은천동,관악구 은천동,관악구 은천동
서울특별시 관악구 중앙동,1162061500,봉천동,1162010100,15426,9235,1.67,4913.29,서울특별시,관악구,중앙동,관악구 중앙동,관악구 중앙동
서울특별시 관악구 인헌동,1162062500,봉천동,1162010100,25803,13438,1.92,4913.29,서울특별시,관악구,인헌동,관악구 인헌동,관악구 인헌동
서울특별시 관악구 남현동,1162063000,남현동,1162010300,17855,8737,2.04,6846.29,서울특별시,관악구,남현동,관악구 남현동,관악구 남현동
서울특별시 관악구 서원동,1162064500,신림동,1162010200,22994,13441,1.71,5017.06,서울특별시,관악구,서원동,관악구 서원동,관악구 서원동
서울특별시 관악구 신원동,1162065500,신림동,1162010200,19223,10799,1.78,5017.06,서울특별시,관악구,신원동,관악구 신원동,관악구 신원동
서울특별시 관악구 서림동,1162066500,신림동,1162010200,23429,13420,1.75,5017.06,서울특별시,관악구,서림동,관악구 서림동,관악구 서림동
서울특별시 관악구 신사동,1162068500,신림동,1162010200,26454,14549,1.82,5017.06,서울특별시,관악구,신사동,관악구 신사동,관악구 신사동
서울특별시 관악구 신림동,1162069500,신림동,1162010200,22325,16171,1.38,5017.06,서울특별시,관악구,신림동,관악구 신림동,관악구 신림동
서울특별시 관악구 난향동,1162071500,신림동,1162010200,15208,5806,2.62,5017.06,서울특별시,관악구,난향동,관악구 난향동,관악구 난향동
서울특별시 관악구 조원동,1162072500,신림동,1162010200,19553,10867,1.8,5017.06,서울특별시,관악구,조원동,관악구 조원동,관악구 조원동
서울특별시 관악구 대학동,1162073500,신림동,1162010200,23656,14729,1.61,5017.06,서울특별시,관악구,대학동,관악구 대학동,관악구 대학동
서울특별시 관악구 삼성동,1162074500,신림동,1162010200,23003,9908,2.32,5017.06,서울특별시,관악구,삼성동,관악구 삼성동,관악구 삼성동
서울특별시 관악구 미성동,1162076500,신림동,1162010200,30902,13208,2.34,5017.06,서울특별시,관악구,미성동,관악구 미성동,관악구 미성동
서울특별시 관악구 난곡동,1162077500,신림동,1162010200,27311,12093,2.26,5017.06,서울특별시,관악구,난곡동,관악구 난곡동,관악구 난곡동
서울특별시 서초구 서초1동,1165051000,서초동,1165010800,19994,8666,2.31,11087.97,서울특별시,서초구,서초1동,서초구 서초1동,서초구 서초동
서울특별시 서초구 서초2동,1165052000,서초동,1165010800,19164,8559,2.24,11087.97,서울특별시,서초구,서초2동,서초구 서초2동,서초구 서초동
서울특별시 서초구 서초3동,1165053000,방배동,1165010100,30186,13207,2.29,10292.98,서울특별시,서초구,서초3동,서초구 서초3동,서초구 서초동
서울특별시 서초구 서초3동,1165053000,서초동,1165010800,30186,13207,2.29,11087.97,서울특별시,서초구,서초3동,서초구 서초3동,서초구 서초동
서울특별시 서초구 서초4동,1165053100,서초동,1165010800,29570,10170,2.91,11087.97,서울특별시,서초구,서초4동,서초구 서초4동,서초구 서초동
서울특별시 서초구 잠원동,1165054000,잠원동,1165010600,26985,10511,2.57,9797.19,서울특별시,서초구,잠원동,서초구 잠원동,서초구 잠원동
서울특별시 서초구 반포본동,1165055000,반포동,1165010700,10870,3617,3.01,11426.04,서울특별시,서초구,반포본동,서초구 반포본동,서초구 반포본동
서울특별시 서초구 반포1동,1165056000,반포동,1165010700,30904,13265,2.33,11426.04,서울특별시,서초구,반포1동,서초구 반포1동,서초구 반포동
서울특별시 서초구 반포2동,1165057000,반포동,1165010700,15274,4649,3.29,11426.04,서울특별시,서초구,반포2동,서초구 반포2동,서초구 반포동
서울특별시 서초구 반포3동,1165058000,잠원동,1165010600,20730,7072,2.93,9797.19,서울특별시,서초구,반포3동,서초구 반포3동,서초구 반포동
서울특별시 서초구 반포4동,1165058100,반포동,1165010700,18635,6608,2.82,11426.04,서울특별시,서초구,반포4동,서초구 반포4동,서초구 반포동
서울특별시 서초구 방배본동,1165059000,방배동,1165010100,19939,7400,2.69,10292.98,서울특별시,서초구,방배본동,서초구 방배본동,서초구 방배본동
서울특별시 서초구 방배1동,1165060000,방배동,1165010100,16355,7058,2.32,10292.98,서울특별시,서초구,방배1동,서초구 방배1동,서초구 방배동
서울특별시 서초구 방배2동,1165061000,방배동,1165010100,19174,7790,2.46,10292.98,서울특별시,서초구,방배2동,서초구 방배2동,서초구 방배동
서울특별시 서초구 방배3동,1165062000,방배동,1165010100,20002,7490,2.67,10292.98,서울특별시,서초구,방배3동,서초구 방배3동,서초구 방배동
서울특별시 서초구 방배4동,1165062100,방배동,1165010100,22676,9044,2.51,10292.98,서울특별시,서초구,방배4동,서초구 방배4동,서초구 방배동
서울특별시 서초구 양재1동,1165065100,양재동,1165010200,42688,16941,2.52,8871.26,서울특별시,서초구,양재1동,서초구 양재1동,서초구 양재동
서울특별시 서초구 양재1동,1165065100,우면동,1165010300,42688,16941,2.52,12384.41,서울특별시,서초구,양재1동,서초구 양재1동,서초구 양재동
서울특별시 서초구 양재2동,1165065200,양재동,1165010200,21529,9866,2.18,8871.26,서울특별시,서초구,양재2동,서초구 양재2동,서초구 양재동
서울특별시 서초구 양재2동,1165065200,원지동,1165010400,21529,9866,2.18,9106.1,서울특별시,서초구,양재2동,서초구 양재2동,서초구 양재동
서울특별시 서초구 내곡동,1165066000,내곡동,1165010900,17074,6669,2.56,9336.18,서울특별시,서초구,내곡동,서초구 내곡동,서초구 내곡동
서울특별시 서초구 내곡동,1165066000,염곡동,1165011000,17074,6669,2.56,11148.21,서울특별시,서초구,내곡동,서초구 내곡동,서초구 내곡동
서울특별시 서초구 내곡동,1165066000,신원동,1165011100,17074,6669,2.56,10247.55,서울특별시,서초구,내곡동,서초구 내곡동,서초구 내곡동
서울특별시 강남구 신사동,1168051000,신사동,1168010700,15529,6621,2.35,12828.44,서울특별시,강남구,신사동,강남구 신사동,강남구 신사동
서울특별시 강남구 신사동,1168051000,압구정동,1168011000,15529,6621,2.35,16701.43,서울특별시,강남구,신사동,강남구 신사동,강남구 신사동
서울특별시 강남구 논현1동,1168052100,논현동,1168010800,22095,12828,1.72,13078.13,서울특별시,강남구,논현1동,강남구 논현1동,강남구 논현동
서울특별시 강남구 논현2동,1168053100,논현동,1168010800,20669,10294,2.01,13078.13,서울특별시,강남구,논현2동,강남구 논현2동,강남구 논현동
서울특별시 강남구 압구정동,1168054500,신사동,1168010700,24976,9343,2.67,12828.44,서울특별시,강남구,압구정동,강남구 압구정동,강남구 압구정동
서울특별시 강남구 압구정동,1168054500,압구정동,1168011000,24976,9343,2.67,16701.43,서울특별시,강남구,압구정동,강남구 압구정동,강남구 압구정동
서울특별시 강남구 청담동,1168056500,청담동,1168010400,25054,10434,2.4,14058.2,서울특별시,강남구,청담동,강남구 청담동,강남구 청담동
서울특별시 강남구 삼성1동,1168058000,삼성동,1168010500,12698,5130,2.48,14687.22,서울특별시,강남구,삼성1동,강남구 삼성1동,강남구 삼성동
서울특별시 강남구 삼성2동,1168059000,삼성동,1168010500,28212,12080,2.34,14687.22,서울특별시,강남구,삼성2동,강남구 삼성2동,강남구 삼성동
서울특별시 강남구 대치1동,1168060000,대치동,1168010600,23521,7005,3.36,13523.29,서울특별시,강남구,대치1동,강남구 대치1동,강남구 대치동
서울특별시 강남구 대치2동,1168061000,대치동,1168010600,35404,12092,2.93,13523.29,서울특별시,강남구,대치2동,강남구 대치2동,강남구 대치동
서울특별시 강남구 대치4동,1168063000,대치동,1168010600,19547,9479,2.06,13523.29,서울특별시,강남구,대치4동,강남구 대치4동,강남구 대치동
서울특별시 강남구 역삼1동,1168064000,역삼동,1168010100,34491,21127,1.63,14566.28,서울특별시,강남구,역삼1동,강남구 역삼1동,강남구 역삼동
서울특별시 강남구 역삼2동,1168065000,역삼동,1168010100,34617,14111,2.45,14566.28,서울특별시,강남구,역삼2동,강남구 역삼2동,강남구 역삼동
서울특별시 강남구 도곡1동,1168065500,도곡동,1168011800,20799,7894,2.63,10121.65,서울특별시,강남구,도곡1동,강남구 도곡1동,강남구 도곡동
서울특별시 강남구 도곡2동,1168065600,도곡동,1168011800,31740,10880,2.92,10121.65,서울특별시,강남구,도곡2동,강남구 도곡2동,강남구 도곡동
서울특별시 강남구 개포1동,1168066000,개포동,1168010300,6053,2334,2.59,8492.84,서울특별시,강남구,개포1동,강남구 개포1동,강남구 개포동
서울특별시 강남구 개포2동,1168067000,개포동,1168010300,21067,7463,2.82,8492.84,서울특별시,강남구,개포2동,강남구 개포2동,강남구 개포동
서울특별시 강남구 개포2동,1168067000,일원동,1168011400,21067,7463,2.82,10611.15,서울특별시,강남구,개포2동,강남구 개포2동,강남구 개포동
서울특별시 강남구 개포4동,1168069000,개포동,1168010300,19458,7890,2.47,8492.84,서울특별시,강남구,개포4동,강남구 개포4동,강남구 개포동
서울특별시 강남구 세곡동,1168070000,세곡동,1168011100,43088,16826,2.56,11208.3,서울특별시,강남구,세곡동,강남구 세곡동,강남구 세곡동
서울특별시 강남구 세곡동,1168070000,자곡동,1168011200,43088,16826,2.56,12467.42,서울특별시,강남구,세곡동,강남구 세곡동,강남구 세곡동
서울특별시 강남구 세곡동,1168070000,율현동,1168011300,43088,16826,2.56,9195.11,서울특별시,강남구,세곡동,강남구 세곡동,강남구 세곡동
서울특별시 강남구 일원본동,1168072000,일원동,1168011400,22639,7506,3.02,10611.15,서울특별시,강남구,일원본동,강남구 일원본동,강남구 일원본동
서울특별시 강남구 일원본동,1168072000,수서동,1168011500,22639,7506,3.02,13308.37,서울특별시,강남구,일원본동,강남구 일원본동,강남구 일원본동
서울특별시 강남구 일원1동,1168073000,일원동,1168011400,15052,6898,2.18,10611.15,서울특별시,강남구,일원1동,강남구 일원1동,강남구 일원동
서울특별시 강남구 일원1동,1168073000,수서동,1168011500,15052,6898,2.18,13308.37,서울특별시,강남구,일원1동,강남구 일원1동,강남구 일원동
서울특별시 강남구 일원2동,1168074000,개포동,1168010300,16809,6927,2.43,8492.84,서울특별시,강남구,일원2동,강남구 일원2동,강남구 일원동
